pickup_datetime,te,fe,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fpos,tpos,fdist,tdist
73,6800,16855,1,0.54,-74.00267028808595,40.72857284545898,-73.99565887451173,40.72906112670898,7.67068069192667,12.41862173594277,1.5681117182552315,4.112657212810977
78,6633,15596,5,0.47,-74.01313781738281,40.70760345458984,-74.0111083984375,40.71335983276367,74.42233719553636,3.943566710214548,4.955332573993147,2.134201694527534
80,3158,3158,1,0.0,-74.01013946533203,40.71996688842773,-74.0102767944336,40.71954727172852,11.959833850274816,59.6686273859238,0.6364732682333529,4.693461016009173
80,6476,3571,1,0.9,-73.98509216308595,40.72354888916016,-73.99018096923827,40.732608795166016,197.2453200254135,66.11456782779128,1.8028992351059971,6.8864977462437125
81,2614,49,1,0.9,-73.99884796142578,40.73402786254882,-73.98551177978516,40.72769546508789,271.3290890316029,197.58188549637748,6.655855905644446,0.8887295110197078
89,-27166,1485,3,0.72,-73.99717712402342,40.72220993041992,-74.00016021728516,40.718040466308594,78.56254167248032,45.97264196114552,6.1602412556456905,5.038372287681163
92,3462,1504,2,1.9,-74.00531005859375,40.718528747558594,-73.98735809326173,40.73300552368164,19.820761700322365,46.67954286714276,3.6305711460160377,0.8280470471245792
94,978,1543,2,0.2,-73.99585723876953,40.73345565795898,-73.99085998535155,40.73154067993164,272.05906525731206,48.42679456584445,13.42729497365244,4.870133826439405
99,1532,1856,1,1.07,-74.00804901123048,40.73994827270508,-74.00153350830078,40.73069381713867,32.158727167525925,13.78789255521312,4.28503825134332,1.985716930518506
105,3204,12810,1,2.8,-74.0081787109375,40.7059211730957,-74.00769805908203,40.73815536499024,45.28985009847384,98.07016063581194,22.605512234532156,1.054829833417327
108,15284,-10360,1,1.2,-74.01570892333984,40.71165466308594,-74.00497436523438,40.71876907348633,5.2031513624274135,56.25689637475055,3.626205506102095,5.492373313400345
117,4440,4437,1,0.09,-73.99073791503906,40.71458053588867,-73.9920883178711,40.714988708496094,38.3997226729806,13.679482938311496,0.9281392631882556,1.067707330376837
120,-27386,1534,2,0.27,-74.00038146972656,40.73141098022461,-73.99826049804686,40.72892761230469,47.83891451253481,49.38912093908859,1.3026766169487165,0.6993179309472013
120,1507,6674,1,0.8,-74.00926208496092,40.70927047729492,-74.0050277709961,40.719181060791016,34.90786827205776,10.947386182142202,10.236447472791676,8.89212101487505
121,4397,983,1,0.6,-73.99112701416014,40.733013153076165,-73.99769592285155,40.72926330566406,16.50155489429084,206.4121915334773,1.1416226091615087,2.174521795354836
130,6437,5410,1,1.66,-73.99171447753906,40.73116683959961,-74.00789642333984,40.71717834472656,101.58943022488992,55.18592258217417,8.75448804898754,0.3735397146143399
140,2049,29071,1,1.9,-74.01020050048828,40.712013244628906,-73.98684692382812,40.720901489257805,52.0987333223646,1.0670332768466888,1.9087156028179264,5.7593100755568445
141,10973,1471,1,1.32,-74.00920867919923,40.713481903076165,-73.99632263183594,40.72676849365234,16.687726179018696,26.74055743652779,3.5055285939963774,0.5096280463065419
149,10984,4038,1,0.5,-74.0052719116211,40.72676849365234,-74.00090026855469,40.7288932800293,34.46681893627635,31.695135788139524,23.20593494979665,12.72753171843362
154,598,1404,1,0.65,-73.9878921508789,40.719043731689446,-73.97940063476561,40.72003555297852,41.1614748946765,169.1301203953168,0.294323965610587,1.464645876653226
169,4432,-27812,1,1.17,-74.00225830078125,40.73963928222656,-73.98278045654298,40.73138046264648,12.545426412710052,199.5471018424101,0.9464707825042478,5.116131808007683
169,3497,4824,1,0.93,-73.98863983154298,40.72725296020508,-73.98350524902342,40.718597412109375,13.704577527972353,3.771769583963368,1.0176004568008303,0.9210087100636136
182,5706,17095,1,2.1,-74.0057601928711,40.74053955078125,-74.01473999023438,40.71687316894531,25.687624451038342,23.28501729785867,2.657475259594755,0.3730516500851752
185,57,2817,1,1.9,-74.0101089477539,40.72045135498047,-74.0084457397461,40.70393753051758,28.563687406035257,11.45254719698434,3.9088966224299937,1.5318225373714878
186,4656,4664,1,0.5,-74.0055923461914,40.7257080078125,-73.99771118164062,40.72245788574219,2.0993047534046547,25.457616385155998,4.83526375579092,9.429138529520706
187,3417,10987,2,0.33,-74.00045013427734,40.72990036010742,-74.00198364257811,40.726356506347656,0.2807125010707714,36.6826198039214,8.56932720700422,3.326781637449231
187,3287,16081,1,1.54,-73.99650573730467,40.725433349609375,-74.00531768798828,40.74010848999024,30.10824550302141,75.83844283265212,0.3501442370234399,0.4591287688517312
189,5410,11687,1,1.39,-73.9930648803711,40.72310256958008,-73.9914779663086,40.73104476928711,103.78888564608836,77.53055196730362,0.8222670933390964,6.818108080360825
191,-26158,-18652,2,0.6,-73.99951934814453,40.71199417114258,-73.98919677734375,40.71415710449219,73.07132350666413,36.65662217827168,0.3475275224315262,0.0521922474684731
192,2053,982,1,1.4,-73.99075317382812,40.733306884765625,-73.98491668701173,40.72039794921875,14.828179953834102,29.63971538084437,23.82257060729909,2.446519167526664
200,11737,1528,1,8.16,-74.00114440917967,40.729766845703125,-74.00165557861328,40.727787017822266,62.63689727309312,44.1782853388934,21.35182812814781,2.851761124920241
207,49,-14987,1,0.8,-73.98748016357422,40.73293685913086,-73.99887084960938,40.73419189453125,36.36152418053278,281.9066748391712,1.29449568618959,8.292377567653592
208,3157,6668,1,1.4,-74.00825500488281,40.73802947998047,-74.0103530883789,40.71887969970703,8.140007601469787,57.85874548273696,7.642484559803504,1.203977096413237
225,2612,10991,1,0.9,-73.9999008178711,40.730743408203125,-73.98973846435547,40.729595184326165,35.95839709099705,2.561704649950217,3.037847469264546,2.125110088109213
233,11731,3460,1,0.7,-73.99066925048828,40.73380661010742,-73.99774169921875,40.72553253173828,69.53293347099962,15.27652196715991,5.473431194052405,7.787122582602999
233,1732,582,5,2.3,-73.99872589111328,40.71959686279297,-74.00308227539062,40.73291397094727,81.57148630744341,20.332891084954525,1.79650356897586,4.867678472063656
238,30413,1514,5,1.47,-74.00502014160156,40.7227668762207,-73.9861068725586,40.7224235534668,62.92944929241432,10.72763456712524,6.302046649079085,2.651553062627192
240,49,11513,1,0.8,-73.99177551269531,40.72597885131836,-73.99846649169923,40.733901977539055,34.737362262380024,236.39276469425235,6.15973710018021,3.1238664361006734
247,2432,-16572,4,1.1,-73.98255920410156,40.72748565673828,-73.9993896484375,40.73264694213867,41.3839880469303,75.58934694607305,3.337853199132508,4.669587362772377
260,919,4665,1,1.4,-74.0057373046875,40.7254295349121,-74.01167297363281,40.708057403564446,21.83154397907672,36.467925853567785,0.6688999366139043,15.412618526884192
260,1751,337,1,1.6,-74.00830841064453,40.72093963623047,-73.99356842041014,40.73305892944336,21.68646917560496,36.37539851097816,2.326049304786422,2.5398850204490224
261,744,1312,1,1.96,-74.01001739501953,40.71408081054688,-74.0114974975586,40.703521728515625,90.3322341245581,204.13965753002464,24.10366284013906,0.941696441726394
262,942,5653,2,1.3,-73.99158477783203,40.7334213256836,-74.00341033935547,40.71739196777344,110.65107044504072,4.946716534999957,0.8421225611230807,0.300095859460397
269,3158,5417,1,0.66,-74.00569915771484,40.72629165649414,-74.01010131835938,40.71999740600586,4.14024165023307,8.175208908717504,2.259680464642245,3.3816088505526225
276,5407,4653,1,0.62,-73.9969711303711,40.72226333618164,-73.99217224121094,40.72895431518555,6.362067579004384,140.4702499814687,2.292131402297981,1.6066071985076922
280,1760,3460,3,0.79,-73.99081420898438,40.733936309814446,-73.9815444946289,40.7275505065918,87.19445001511136,59.179829110774605,1.2523317392393185,0.8845869364926192
287,3415,11731,1,0.37,-73.99851989746092,40.72468185424805,-74.00328063964845,40.72412109375,130.17546440518987,95.48962203974656,1.7605190329423197,1.2754634020113864
287,3415,11731,1,0.37,-73.99851989746092,40.72468185424805,-74.00328063964845,40.72412109375,130.17546440518987,95.48962203974656,1.7605190329423197,1.2754634020113864
294,83,3171,1,1.55,-74.00896453857422,40.72645568847656,-74.0149917602539,40.71113204956056,45.66963943613641,75.31365640548245,4.290125595835422,11.120187786253526
302,3641,3265,5,1.53,-74.00646209716798,40.73236083984375,-73.99343872070312,40.72211837768555,71.94171136397384,24.94276915011913,1.472405228628942,0.8385135002138377
309,3158,4664,1,0.88,-74.00555419921875,40.72556686401367,-74.01016998291014,40.71980667114258,7.272295390431248,29.930829646787167,10.301935053168297,0.4363399622379922
311,5430,1757,1,1.2,-73.98731994628906,40.729446411132805,-73.99913787841797,40.718574523925774,47.40697981835744,30.07421540582636,14.85299562746577,0.1742895619910732
311,5675,6042,1,0.85,-74.00834655761719,40.7144889831543,-74.01273345947266,40.708290100097656,8.208341081100109,53.86934248704413,1.3790479400466409,9.18878855933398
314,958,-23270,1,2.07,-74.01107788085938,40.702949523925774,-73.99910736083984,40.72277069091797,26.547704631275124,31.360036685662116,8.349415493364015,4.315793894946772
314,63,2817,1,1.98,-74.01020812988281,40.720550537109375,-74.00872802734375,40.70397186279297,18.754068940089315,14.172071483688528,13.665020185583009,6.325215708799905
328,10973,3265,1,0.88,-74.0065689086914,40.732330322265625,-73.99610900878906,40.72663116455078,67.54063874279123,50.17979834004144,3.900206728547034,2.4103460088372817
329,4659,1734,2,0.87,-74.00299835205078,40.73345947265625,-74.00031280517578,40.723831176757805,12.313510475510808,0.2220732251584109,4.67435101113184,1.6955190979141983
331,930,969,1,1.5,-73.99385070800781,40.72926712036133,-74.01011657714845,40.71137237548828,15.856143820428803,95.81653021830888,19.283147591860267,0.0062667222803194
335,-26676,944,1,1.1,-74.00312805175781,40.71819305419922,-73.99382781982422,40.7137336730957,8.1672369592086,1.083674329674727,11.412226781963623,1.018727403813093
338,3190,-27803,2,1.2,-73.99434661865233,40.73625183105469,-74.00650024414062,40.73368835449219,233.41723267260144,66.99160055481778,4.435585445856029,2.517207265236342
338,6518,2519,3,1.06,-74.00068664550781,40.725711822509766,-74.0108871459961,40.718849182128906,55.7972919311002,112.98475138454532,3.971570820073961,0.7389213943226434
341,4038,10973,1,0.7,-73.9959716796875,40.72658920288086,-74.00565338134764,40.727005004882805,62.439869991007846,12.206184741852248,0.0205120281903804,2.2935341256354773
347,-16558,975,1,1.0,-73.9928207397461,40.73042678833008,-73.98136901855469,40.724910736083984,28.517480820347615,16.644047542192787,17.838398687646745,1.2454833860741643
349,3278,1485,1,1.53,-73.9972152709961,40.721805572509766,-74.00574493408203,40.73664855957031,31.49422739814515,9.45182526212208,3.449061932740769,0.2432594953423539
350,11504,4661,1,0.66,-74.00167083740233,40.72472381591797,-73.99230194091797,40.72463607788086,22.42392445957325,41.13511428939503,6.679670304846751,4.268744403025037
354,2981,2118,6,0.81,-73.99989318847656,40.73443984985352,-74.00528717041014,40.73815155029297,21.46679393737926,85.57369102940154,3.400873959328306,1.5663173724073047
354,2107,3464,1,1.1,-73.98570251464845,40.73120880126953,-73.9964599609375,40.72038650512695,48.601253100924936,37.51882285211861,0.2564057670111169,4.580005293138403
357,6699,6485,1,0.3,-73.98648071289062,40.72589492797852,-73.98336029052734,40.72367477416992,9.838339117691852,133.83126697180973,0.3870302727448192,3.71452502150402
357,20325,4655,1,1.68,-73.9979019165039,40.7227783203125,-74.00509643554686,40.73603057861328,8.043136904534432,61.62216727288554,1.3834381793970014,4.094727463612976
362,3268,2081,2,1.7,-73.99136352539062,40.71760177612305,-74.00637817382812,40.7335090637207,83.61006776824127,43.41567236153985,1.341138466712233,3.741071249657812
368,6170,1997,1,0.3,-74.0027618408203,40.730762481689446,-74.0029296875,40.7276496887207,12.638804555000233,30.59105411542158,2.849843622780054,0.8526177803963851
371,16855,337,1,0.8,-74.00843811035155,40.72080993652344,-74.00215148925781,40.7295036315918,5.930637971055797,119.80497987212506,0.1777046231484802,6.321664308853264
377,11707,11498,1,0.69,-73.99343872070312,40.7216682434082,-73.98523712158203,40.72071075439453,1.81891771213092,108.45503455806409,1.256125308791188,2.582415680898679
386,20577,16855,1,2.0,-74.00215911865233,40.729595184326165,-74.00784301757811,40.70763397216797,129.16032479065387,45.173708425375736,2.0976972438654564,6.682605516151502
387,-27173,983,2,1.13,-73.99132537841797,40.732521057128906,-74.00137329101561,40.71892166137695,73.18138037646139,58.469592916533486,2.797097606721874,5.2241919540473685
389,1471,6588,1,0.7,-74.00762939453125,40.70520782470703,-74.00909423828125,40.71368408203125,5.676284844564196,40.94422973429427,10.760028387681572,6.477667911119
393,1754,25436,1,0.89,-74.00055694580078,40.73736572265625,-73.98828887939453,40.73039627075195,2.617991321113055,60.45865616331688,0.6984022207066878,0.1264302122345934
406,4651,4665,1,0.7,-74.00559997558595,40.72555923461913,-73.99408721923827,40.72108840942384,6.111631770292679,51.60575583478279,9.063644093238253,2.6811342895192216
410,6045,17095,1,2.2,-74.00538635253906,40.740821838378906,-74.00859832763672,40.714447021484375,68.13856887393317,101.31201013296332,10.624311463074998,1.100370109611977
411,1431,987,2,2.53,-73.99088287353516,40.73469161987305,-74.0079574584961,40.70578002929688,6.796251255493077,44.74652809163148,5.107439940379363,15.81739944950206
427,4823,987,1,0.7,-73.99091339111328,40.73458480834961,-73.98640441894531,40.72648239135742,18.66778691421896,196.7738819663648,5.392145862020557,2.2717283480087063
442,2516,19524,1,0.85,-74.00374603271484,40.73212814331056,-74.00172424316406,40.72320556640625,7.6786444778149505,111.3294405023664,3.893265818031948,15.401397097787958
447,1960,10970,6,2.24,-73.99540710449219,40.72637176513672,-74.01431274414062,40.717449188232415,31.797133846393205,30.126866700196345,5.781864747228061,0.2274120006078647
448,5876,4656,1,0.8,-73.99736785888672,40.72232437133789,-74.00736236572266,40.718360900878906,57.9931311673208,20.418221740361677,8.023377737350563,4.521329318411741
452,5402,-18015,2,1.8,-74.00435638427734,40.70756149291992,-73.99478149414062,40.72584533691406,19.53970651912281,77.85891469321426,16.035078065452407,4.6647132513315785
456,4468,2422,6,0.31,-74.00228881835938,40.73370361328125,-74.00369262695312,40.736942291259766,74.85643207944182,5.384576801947589,2.0191563945477635,3.639027235599317
458,-26144,1658,1,1.0,-74.0077896118164,40.7164192199707,-74.00223541259764,40.72427368164063,43.33620464884672,34.24991592640545,8.015361788430585,3.2326004125955183
458,19305,-25604,1,1.55,-74.00460052490233,40.705345153808594,-73.99239349365233,40.71493148803711,6.983436828322761,57.64158049695387,0.7844776606350506,1.5371626558742038
463,3186,6635,5,0.72,-74.00135803222656,40.726051330566406,-74.0079574584961,40.73179626464844,42.25383200783218,7.016543346128175,3.5288004727795177,0.2210467945258191
474,6550,3243,2,4.7,-74.0086441040039,40.71979141235352,-73.98555755615233,40.72292709350586,49.5345967321683,197.8032195556938,0.5311344635376344,0.1497767126401799
474,2639,22725,1,1.18,-73.99293518066406,40.714405059814446,-73.98825073242188,40.72809600830078,29.89919342962158,5.26896644075743,4.1158445837708655,5.390947584526677
478,2431,3161,1,1.73,-74.00994873046875,40.72140884399414,-74.00202941894531,40.73651885986328,1.37926697928481,55.7444687421061,4.714703034682356,4.263960176040405
481,-27803,1750,3,0.84,-73.9927978515625,40.73235321044922,-73.99593353271484,40.73692321777344,89.95215294034992,80.08050128283722,4.702116573819144,4.155633970479434
481,-16716,5991,1,0.78,-73.97588348388672,40.724433898925774,-73.98052215576173,40.730506896972656,22.00930927881144,9.559288035801815,2.91614281609431,0.869032116000349
483,-19475,1547,2,1.27,-73.99771881103516,40.73630142211913,-74.00077819824217,40.7259407043457,24.076523112911364,116.7373557381881,3.3450779072770307,0.1434972095477997
484,1525,-7814,1,1.41,-74.01485443115233,40.7141990661621,-74.00325775146483,40.72702026367188,78.27609249013787,4.314760320522298,0.966606274408176,8.238065843822865
490,5993,1519,1,1.0,-74.00443267822266,40.724796295166016,-73.99498748779298,40.73246383666992,57.92861355412349,61.3640172235794,0.4560640810632829,0.3470154511206241
491,5033,16864,2,1.91,-73.98834228515625,40.72294616699219,-73.9879379272461,40.72384262084961,39.67098871966402,69.6845274264524,1.3998660603532898,2.6930336230694936
497,5262,16081,1,1.4,-73.99653625488281,40.725547790527344,-73.97645568847656,40.7230110168457,36.43665831719037,60.47668062144333,4.559973827298109,3.5456890103469614
501,-30411,1752,2,0.62,-73.98921966552734,40.73083114624024,-73.98436737060547,40.72494888305664,97.9865114621377,62.04961410586028,3.450464022089551,0.3889193325407665
502,-27386,-16716,1,1.4,-73.98048400878906,40.730499267578125,-73.99898529052734,40.728191375732415,6.330732228196794,151.1834331993806,0.0491906628293538,7.883025541635648
511,5993,4827,1,0.5,-73.98677062988281,40.730464935302734,-73.99581909179686,40.73273849487305,23.342240868928386,137.52410761097386,8.127076944400164,7.476638402429753
513,1295,-22613,1,1.3,-74.00660705566406,40.71428680419922,-74.01653289794923,40.707061767578125,124.07030731348492,59.89876445251013,0.9226908806294144,1.9047588822856696
516,11716,3259,3,0.94,-74.00691223144531,40.72977066040039,-73.99749755859375,40.72466278076172,25.461487118407053,88.94946008538238,1.340847638672494,3.6669544393518425
522,3268,10969,2,1.17,-73.99482727050781,40.72592926025391,-74.00637817382812,40.733131408691406,24.562795692650603,1.7614079720070832,8.737222014422969,1.0407661300486486
524,5429,1922,1,2.07,-74.0064697265625,40.73922348022461,-73.9990005493164,40.71825408935546,45.65481090846112,22.294161439324697,0.8513250202257048,9.770965195003589
525,6858,-23126,1,2.0,-73.99433898925781,40.7193489074707,-74.00189971923827,40.73574066162109,99.047261240688,118.18587111864166,2.4821739113989323,0.180828525141684
526,16074,966,1,0.92,-73.99525451660156,40.72754669189453,-73.98413848876953,40.721458435058594,43.647838068620295,23.418398252949096,17.332130369831514,1.0501176628653106
534,-16783,5135,1,1.7,-73.99319458007811,40.70960998535156,-73.97848510742188,40.720359802246094,63.54195060516682,35.331007412958265,0.3011961260165977,0.313947680289677
534,6693,-27812,1,1.67,-74.0015869140625,40.73925018310546,-73.9774169921875,40.72666931152344,83.10462555239316,27.04156542272268,9.111567562448482,6.273123158241465
536,-27557,-23133,3,1.8,-73.99916076660156,40.71731948852539,-73.97817993164062,40.72507095336913,24.410238509869583,24.01046555668445,5.541707179106174,1.852656233171197
538,986,3268,2,1.24,-74.00631713867188,40.73320007324219,-73.99056243896483,40.73469924926758,9.926229323352151,10.2794740857065,2.086721903828304,0.4192951154540119
543,3185,4449,1,0.95,-74.00395965576173,40.72217178344727,-74.00798034667967,40.73115921020508,94.54027330071878,5.095865890771467,0.927308473741562,0.2194816338062959
544,-16572,5408,1,0.65,-73.99090576171875,40.73015213012695,-73.98250579833984,40.727516174316406,12.7542569533968,36.22834229542842,5.84864899146648,1.048643312532328
549,1312,958,1,0.9,-73.99922943115233,40.72260665893555,-74.00980377197266,40.71430206298828,52.25193195804262,87.31819441134313,3.117609780605619,6.225015567309859
549,1756,11697,1,0.83,-73.9951171875,40.724956512451165,-73.986328125,40.72962951660156,14.015762962685685,33.39587423346458,0.5672969859275729,5.22236237626243
550,7776,8134,1,2.43,-74.01435852050781,40.70309066772461,-74.00955963134764,40.739849090576165,85.16546698152654,111.92308391276306,0.1387034263866872,0.948519823259532
552,1276,11716,1,1.55,-73.99729919433594,40.724830627441406,-74.00462341308595,40.73974609375,64.21554481701824,58.7350262883037,0.3469659229265096,0.5578578680555664
556,2543,957,1,2.6,-73.9983139038086,40.72288513183594,-74.01759338378906,40.706729888916016,36.8891987464033,63.92854640213228,7.1837964252962205,2.9698679169500286
562,9451,20577,1,1.33,-74.00788879394531,40.70767974853516,-73.98509979248048,40.71063995361328,51.50427731491535,10.300607467675295,7.521301882645146,0.0935730576487039
562,4090,4828,1,1.0,-73.98653411865233,40.73022079467773,-74.0,40.73036193847656,16.536927093280283,57.60824768615201,1.5132625569543836,0.8701937291028242
564,10981,22710,1,0.8,-73.98897552490233,40.7231674194336,-74.0000457763672,40.72878646850586,20.45360163380408,22.52890932963456,6.700067451670052,16.42695880799804
571,1996,3267,1,0.5,-74.00646209716798,40.73265075683594,-74.00248718261719,40.72998809814453,19.500684898995488,28.09602274335537,0.6332302868095994,16.09603573409526
573,5829,13526,1,1.01,-74.01531219482422,40.715667724609375,-74.00322723388672,40.71988677978516,52.83361639994632,52.85613062867247,10.916607480486896,15.58850724697157
582,5178,930,1,0.8,-74.00922393798828,40.71127700805664,-74.01284790039062,40.703407287597656,25.996466152371728,18.93162884193278,30.378250968609752,19.70484371610656
589,5138,29359,3,1.25,-74.00350952148438,40.71321105957031,-73.99176788330078,40.71025085449219,23.411793502427628,35.38555221051582,28.59928421503359,5.083616920439163
592,2517,4664,1,0.3,-74.00485229492188,40.72542190551758,-74.00053405761719,40.72383880615234,68.10959717448863,56.17268962211981,18.78594363685706,3.5286266634947143
593,6376,-27565,2,1.2,-73.97760009765625,40.72581100463867,-73.98856353759764,40.716400146484375,2.3489907186797625,51.73443318820648,0.8282039263555693,6.834901934704127
595,11689,1632,1,0.7,-74.00476837158203,40.72843170166016,-73.99458312988281,40.72477722167969,136.66123561191375,26.622923294917364,12.98867919517779,1.5136741450905118
595,6033,966,4,0.4,-73.99503326416014,40.72766876220703,-73.99932098388672,40.723758697509766,22.120769272694133,109.55672756196309,9.002352421851993,0.2708174201041578
603,585,6042,5,0.93,-74.00801849365233,40.714805603027344,-73.99734497070312,40.72127151489258,52.615182868772976,48.48334540727001,1.0282498188852869,8.702128373433219
607,6707,3459,1,1.2,-73.98989868164062,40.73402404785156,-73.97673034667967,40.72398376464844,50.81438483331515,154.81230608504873,3.63452841521146,0.10898163302774
609,5410,19320,2,0.8,-73.9997329711914,40.726688385009766,-73.99159240722656,40.7310676574707,21.202033898718994,87.19090662876641,4.72185353405956,4.261347820286885
615,-18076,11510,1,1.3,-73.99164581298828,40.72647476196289,-73.98954010009764,40.716167449951165,4.668430069697015,57.72430944705753,1.7851567157326316,6.846690755938584
616,3125,-18408,1,2.6,-74.01571655273438,40.709903717041016,-73.98746490478516,40.713600158691406,48.680348928099136,90.70851510182894,1.8581201515190835,0.1646026401960845
616,19523,1266,1,0.7,-73.99430084228516,40.73521423339844,-74.00496673583984,40.731910705566406,11.5728310751552,116.03528937959398,6.234256672987174,2.976751767503004
620,6696,10978,1,0.5,-73.99920654296875,40.728118896484375,-73.99302673339844,40.733642578125,45.92517191447102,39.37734078541964,7.035990034560612,0.3492849499907082
621,3206,-7814,2,2.0,-74.01455688476561,40.714332580566406,-74.00619506835938,40.739700317382805,64.06014723165981,36.56164416199317,24.515026481154376,11.74140934079616
621,17096,5407,1,1.34,-73.99195861816406,40.72915649414063,-74.00550842285155,40.74020767211913,169.12172349167236,27.76092243218645,4.49392821944499,9.01792893567823
623,1265,3460,1,0.4,-73.99053192138672,40.733745574951165,-73.99703216552734,40.736576080322266,56.10628546642808,275.9626962398468,5.8283645993486335,3.685473805588838
623,2078,5147,2,1.4,-74.00394439697266,40.70793151855469,-73.98994445800781,40.7183952331543,30.582823088061478,31.25756662750453,19.173341792672957,11.77729731571334
633,49,976,1,0.3,-73.9921646118164,40.73134994506836,-73.99806213378906,40.73389053344727,20.715054742883236,205.97259844520104,7.830114853038402,12.439329872970385
635,11730,3261,1,0.8,-74.00662231445312,40.730499267578125,-73.99713897705078,40.72555923461913,26.938952071932505,42.449935930749525,12.740949437446082,3.0523164304788
636,958,3513,1,0.9,-73.98954772949219,40.72051239013672,-73.99971008300781,40.721866607666016,1.4587087154050955,143.30375970422173,3.075707823038546,4.064566050240837
636,6807,20245,1,1.02,-74.00714874267578,40.73296737670898,-73.99462127685547,40.73188018798828,50.18177134522524,28.17405450326199,2.6579484074259145,5.477373229966347
638,3469,2054,1,0.7,-73.98419189453125,40.72061920166016,-73.97925567626953,40.729053497314446,42.39201718469741,62.50501082251995,6.602765846678063,0.3939398400674408
646,5255,-17277,1,1.75,-74.00479125976561,40.74065017700195,-73.9862289428711,40.726505279541016,27.22677967536953,1.5633264310186548,4.1582433712944855,4.295386789305519
655,1952,1508,1,0.6,-74.0050277709961,40.71975326538086,-74.00846099853516,40.71518707275391,7.217464636285529,40.78224317553574,2.7176755674984374,0.0388761421763736
658,4657,1509,1,0.6,-74.0051040649414,40.72013092041016,-73.99945831298828,40.72335052490234,19.75736015253208,9.44831166387685,3.6193881192391233,0.324578687341826
663,19832,6668,2,1.85,-74.00814056396483,40.737789154052734,-73.98667907714845,40.72566986083984,34.11505476846526,4.655430806664622,3.78023727491474,0.5827630428500122
665,-21487,2017,1,1.8,-74.01021575927734,40.70521545410156,-73.99197387695312,40.72193908691406,111.9622157837276,52.84039999183564,9.983582888637766,5.012140183222996
671,6516,31406,1,1.8,-74.00878143310547,40.71609115600586,-74.01347351074217,40.714141845703125,28.71762761027897,38.79216396854524,0.267220211445364,0.5407412368874638
671,2614,1519,1,1.3,-74.00425720214845,40.725410461425774,-73.98590850830078,40.727832794189446,127.39665781220532,160.90021398923747,6.761952758188302,2.19220890596952
672,3718,16404,1,0.97,-74.00658416748048,40.73150634765625,-73.99595642089844,40.73209381103516,0.5577942934661134,31.369029033222635,2.2904187691560067,0.7299824709157001
673,10979,5984,1,0.96,-73.9870834350586,40.729167938232415,-73.99998474121094,40.72819900512695,205.13007483553488,29.803571622251194,4.533549961425525,8.57893227167896
674,1929,3645,1,0.78,-73.99258422851561,40.724422454833984,-74.00326538085938,40.730083465576165,48.81272950793376,57.68309600570996,0.6304555861027477,1.4591759528521622
677,3509,1751,1,1.4,-73.99346160888672,40.73318862915039,-73.98895263671875,40.72019958496094,53.36279953989895,45.86157493003093,2.8636074269470018,6.063117888080037
680,1756,1541,2,0.8,-73.99944305419923,40.7339324951172,-73.98602294921875,40.72939682006836,16.1859335222519,68.44343057705922,5.084704751566286,4.937693619946364
681,-26146,1514,1,1.1,-74.00518035888672,40.72283172607422,-73.99021911621094,40.71479034423828,66.30117677329862,88.32957937083711,0.8607582423282019,4.106322082232679
